ID,Q17,Do you use apps? (based on all app related questions),Q4,"For those who answered Q4, do they know which app store they are using?",Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_7,Q8_8,Q8_9,Q8_10,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_14,Q10_15,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_11,Q11_12,Q11_7,Q11_8,Q11_9,Q11_10,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q14_13,Q14_15,Q14_14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q15_16,Q15_17,Q15_18,Q15_19,Q15_20,Q15_21,Q15_22,Q15_23,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29.1,Q29.2,Q29.3,Q29.4,Q29.5,Q29.6,Q29.7,Q29.8,Q29.9,Q29.10,Q29.11,Q29.12,Q29.13,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,28,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28,1,10,8,4,7,6,21,2,1,3,6,,,,,,2,,,,,,,,2,7,6,2,5,6,7,1,3,5
32,27,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27,1,10,8,4,4,6,22,2,4,24,6,,,,,,3,,,,,,,,2,1,4,3,6,5,2,1,5,5
33,36,1,3,1,8,4,,1,1,,1,,1,,,,,1,1,1,,,,,,1,1,,1,,,1,,,,,1,,,,,,1,,,,,,,,1,1,,,,,,,,1,,1,,,,,,,1,1,1,,,,,,1,1,,1,,,,,,,,1,,,,,1,,1,,,,,,,,,1,,,1,36,1,10,8,4,7,2,17,2,1,3,6,,,,,,5,,,,,,,,6,4,5,1,6,4,6,4,6,2
34,29,1,2,1,4,1,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,29,2,12,8,10,5,6,18,2,4,24,6,,,,,,2,,,,,,,,5,3,4,1,7,4,7,1,4,1
35,16,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,2,4,16,1,6,2,12,2,4,24,13,,,,,,,,,,,,,2,7,4,7,1,6,1,2,1,5,1
36,26,1,3,1,6,2,,,1,1,,,1,,,,,1,,1,,1,,,1,1,1,,1,,1,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,1,,1,,,,,1,,,1,,,,,,,1,,1,,,,,,1,,,,,,,,,1,1,,1,26,1,10,8,4,4,6,21,2,4,24,6,,,,,,12,,,,,,,,4,5,4,4,5,6,5,2,6,5
37,30,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,16,8,2,4,7,18,2,1,25,6,,,,,,5,,,,,,,,6,5,5,3,6,4,6,3,6,3
38,22,1,3,1,3,2,,1,1,1,,,1,,1,1,1,1,,,,1,,1,,1,1,,1,1,,1,,,1,,1,,,,,1,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,1,,1,1,1,,1,,,,,1,,,,1,,1,,,,1,,,1,,1,1,,1,22,2,10,8,4,4,2,17,2,4,16,6,,,,,,12,,,,,,,,5,4,6,1,7,5,6,2,7,4
39,36,1,1,1,7,2,,1,,1,1,,,,,,,,1,,,1,,,,1,1,1,,1,1,1,,,1,,1,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,1,1,1,1,1,,1,,,1,1,1,,,,1,1,,1,1,,1,,,1,1,1,1,,1,36,1,7,8,2,4,7,23,2,1,5,6,,,,,,4,,,,,,,,4,6,7,5,7,6,2,1,7,2
40,30,1,3,1,5,2,,1,,1,1,,,,,,,1,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,1,1,1,,,,1,30,2,10,8,4,4,6,25,2,1,8,6,,,,,,5,,,,,,,,4,6,1,1,5,5,4,1,6,3
41,33,1,3,1,4,1,,1,,,,,1,,,1,,1,1,1,,1,,1,,1,1,1,1,1,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,1,,,,,,1,,,,1,1,1,,1,,,,,1,,,,,,1,,1,,,,,1,,1,1,,1,33,2,16,8,11,4,7,20,1,1,5,13,,,,,,,,,,,,,2,2,5,5,3,4,7,3,2,5,6
42,54,1,3,1,6,3,,1,,1,1,,1,,,,,1,1,1,,1,,1,,1,1,1,,,,1,,,,,1,,,,1,,,,,,,1,,,1,1,,,1,,,,,1,,,1,,,1,,,1,1,,1,,,,1,1,1,,,1,1,,1,,,1,1,1,,1,,,,1,,1,,,1,1,1,1,1,1,,1,54,2,10,15,4,7,7,30,2,1,3,12,,,,,,,,,,,,12,,6,1,6,1,7,2,5,1,6,1
43,42,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42,3,16,16,11,4,7,26,2,1,8,6,,,,,,4,,,,,,,,4,1,5,1,6,4,7,2,4,1
44,23,1,3,1,3,1,,1,,,,,,,,,,1,,1,,,1,1,,1,1,,1,1,1,1,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,1,,,,,1,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,1,,,1,,1,1,,1,23,2,16,16,11,7,5,18,2,4,24,13,,,,,,,,,,,,,2,5,4,5,1,6,4,4,2,7,1
45,30,1,3,1,6,2,,1,1,,,,,,,,,1,,,,,,,,1,,1,,1,,,1,,,,,,1,,,,,,1,1,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,1,1,1,,,1,,,,1,1,1,,,1,30,3,16,16,11,1,7,20,2,4,3,13,,,,,,,,,,,,,1,4,6,6,5,5,4,6,2,4,5
46,29,1,3,1,6,2,,1,1,1,1,,1,,,1,1,,1,,,1,1,1,,,,1,1,1,1,,,,1,,1,,,,1,1,,,1,,1,,,,,,,,1,1,1,1,,,,,1,,,1,,,,,,,1,,,1,,,1,,,1,,,,,,,1,,,,,,1,,1,,,,,1,1,,,,1,29,2,16,3,11,1,6,21,2,4,24,4,,,,2,,,,,,,,,,6,3,7,5,5,3,4,3,5,3
47,37,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,1,10,8,4,4,7,25,2,2,3,6,,,,,,6,,,,,,,,6,2,2,2,3,2,6,2,5,2
48,32,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,32,3,16,8,10,3,6,18,2,4,24,6,,,,,,3,,,,,,,,4,4,5,5,6,6,6,3,6,2
49,29,1,3,1,2,1,,1,,,,,,,,1,,1,,1,,1,,,,1,1,,1,1,1,1,,,,,1,,,,1,1,,1,,1,,,,,,,,,1,,,,,1,,,1,,1,1,1,,,1,1,1,,,1,1,,1,,1,,,,1,,,1,,1,,,,,,1,,,,1,,,1,,1,1,,1,29,2,10,8,4,4,7,23,3,1,3,6,,,,,,4,,,,,,,,4,4,6,6,6,7,4,2,6,2
50,32,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32,3,6,16,7,1,6,26,2,1,3,6,,,,,,8,,,,,,,,4,2,7,1,6,4,4,1,7,1
51,27,1,3,1,6,3,,1,1,,,,1,,1,,,1,1,,,,,,1,,1,,1,1,1,1,,,,,1,1,,,1,1,,,1,,1,,,,,1,,,1,,,,,1,,1,,,,,,,1,1,,,,,1,1,,1,,1,1,1,,1,,,1,1,1,,,,,,1,1,,,1,,,1,1,1,,,1,27,1,10,8,4,7,6,19,2,1,3,6,,,,,,3,,,,,,,,2,5,5,4,5,5,2,4,7,2
52,23,1,1,1,4,2,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,1,,2,23,2,6,14,7,1,5,18,2,4,24,3,,,3,,,,,,,,,,,5,6,2,4,5,2,7,2,2,2
53,24,1,4,1,2,1,,,,,1,,1,,1,1,,1,,1,,1,1,1,,1,1,1,1,1,,1,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,1,1,,1,,,,1,,,1,1,,,,2,24,2,6,14,7,1,6,19,2,1,8,3,,,3,,,,,,,,,,,7,3,6,2,7,3,7,1,7,2
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,28,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,1,4,14,1,4,6,23,2,4,24,3,,,1,,,,,,,,,,,3,5,5,5,5,5,5,4,4,2
56,38,1,1,1,2,1,,1,,,1,,,,,,,1,1,,,1,,1,,1,1,1,1,1,,1,,,,,1,,,,,,,,1,1,,1,,,,,1,1,,,,,,,,,1,,,,1,,,1,1,1,1,1,1,1,1,,,,,,,,,,,1,,1,,1,1,1,,1,1,,1,,,,1,,,,2,38,3,4,14,7,6,7,22,2,1,3,3,,,12,,,,,,,,,,,4,6,7,5,5,6,6,1,4,4
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,30,1,3,1,2,2,,,,,1,,,,,,,,,1,,1,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,1,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,30,1,10,8,4,7,6,13,2,1,15,6,,,,,,4,,,,,,,,2,5,1,2,6,3,7,5,4,2
59,26,1,3,1,2,1,1,,1,,,,,,,1,,1,,,,,,,,1,,,1,1,,1,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,1,1,,1,,,,,,,,,,,1,,,,,,,1,,,,,1,26,3,10,8,4,4,6,20,2,4,24,6,,,,,,3,,,,,,,,5,5,6,5,5,5,5,5,4,2
60,37,1,3,1,7,4,,1,,1,,,1,,1,1,1,,1,,,,,,,,,,,1,,1,,,,,,,,1,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,1,,1,37,1,10,8,4,4,5,20,2,1,5,6,,,,,,5,,,,,,,,3,5,4,4,5,4,4,4,4,2
61,35,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,3,10,8,4,7,6,22,2,2,3,6,,,,,,4,,,,,,,,5,2,5,3,7,7,5,3,5,2
62,37,1,4,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,37,3,10,8,4,4,5,17,2,1,5,6,,,,,,5,,,,,,,,3,6,6,6,5,5,3,2,4,6
63,25,2,8,2,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,25,2,16,15,11,7,6,18,2,1,4,12,,,,,,,,,,,,12,,3,5,5,5,4,5,4,2,4,3
64,32,1,1,1,3,1,,1,1,1,1,,,1,1,,1,1,,,,,,,1,,,,1,,,1,,,1,1,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,1,1,,,,,1,,,1,,1,,1,1,1,1,,1,,,,1,,1,,1,,1,1,,,,,1,32,3,16,8,11,6,6,24,2,1,3,6,,,,,,12,,,,,,,,5,3,4,4,5,5,5,4,5,2
65,31,1,2,1,5,2,,,1,1,,,,,,,,1,,,,,,,1,,1,,1,1,1,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,1,31,2,10,8,4,4,6,21,2,1,1,6,,,,,,4,,,,,,,,5,3,6,4,5,3,6,2,2,3
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,26,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,1,10,8,4,4,6,20,2,1,9,6,,,,,,3,,,,,,,,3,5,7,5,5,4,6,1,4,3
68,26,1,3,1,4,1,,1,1,1,,,,,,1,,1,,,,1,,,,1,1,,1,,1,1,,,1,,1,,1,,1,,,,,1,1,,,1,,,,,,,,,,,,1,1,,,,,,1,1,,,,1,,,1,,,1,1,1,,,,,,,,,,1,,,1,,1,,1,,,1,,,,,2,26,2,16,8,9,4,5,22,2,4,3,13,,,,,,,,,,,,,2,4,5,6,6,3,4,3,1,3,5
69,48,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48,2,10,8,4,4,3,18,2,1,3,6,,,,,,6,,,,,,,,4,3,5,3,5,5,5,1,5,3
70,33,1,1,1,4,2,,1,,,,,1,,,1,,,1,1,,1,,1,,,1,,1,1,,,,,,,1,,,,1,,,,,,1,,,,,,,,1,,,,,,,,1,,1,,,,1,1,,,,1,,,,,,,,1,,,,,,1,,1,,,1,1,,,1,,1,1,,1,1,1,,,1,33,3,8,14,3,4,7,22,2,3,3,3,,,7,,,,,,,,,,,2,2,6,3,4,6,6,3,6,3
71,43,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43,3,10,8,4,4,3,10,2,1,20,6,,,,,,4,,,,,,,,2,2,2,2,2,1,2,2,2,2
72,23,1,3,1,6,2,,1,,1,,,1,,,1,,1,,,,1,,,,,1,,,1,1,,,,1,,,,1,,1,,,,1,,1,,,1,,,,,,,,,,,,1,,,,,,,1,1,1,,,1,,1,1,1,1,1,,1,,1,,,1,,1,,1,,1,,1,,,,1,,,,,,,,2,23,1,16,16,11,1,6,19,2,4,24,13,,,,,,,,,,,,,2,6,5,5,4,6,3,5,2,5,2
73,35,1,1,1,2,1,,1,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,35,3,16,1,11,1,7,20,2,1,1,1,5,,,,,,,,,,,,,5,3,6,3,5,4,5,4,4,4
74,35,1,3,1,2,1,,,,,1,,,,,,,1,,1,,1,,1,,,,,,1,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,35,3,2,1,1,7,7,20,2,4,3,1,4,,,,,,,,,,,,,6,6,7,2,6,4,5,3,6,3
75,22,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22,2,10,6,4,4,5,16,2,4,24,6,,,,,,1,,,,,,,,3,3,5,1,7,7,3,1,6,4
76,21,1,3,1,3,1,,1,1,,,,1,,,,,1,,,,,,,,1,,,1,,,,,,,,1,,,,1,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,2,21,2,10,8,4,4,3,15,2,4,24,6,,,,,,12,,,,,,,,3,5,5,5,5,3,3,5,5,1
77,22,1,4,1,3,1,,,,,,1,,,,1,1,1,,,,,1,,,1,1,,1,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,1,,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,1,1,,,1,22,2,10,8,4,4,5,16,2,4,24,6,,,,,,1,,,,,,,,7,7,7,1,7,4,5,2,2,2
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,40,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,3,16,8,11,4,7,25,2,1,8,6,,,,,,6,,,,,,,,6,1,6,4,6,3,6,4,6,4
80,25,1,3,1,6,3,,1,,,1,,1,,,,,1,,1,,1,,1,,,1,,1,1,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,1,,,,,,1,1,1,,1,1,1,,1,1,,,,,,,,1,,,,,,1,,,1,1,1,1,,1,25,2,10,8,4,4,5,18,2,1,3,6,,,,,,3,,,,,,,,4,6,5,2,5,1,5,5,4,1
81,21,1,3,1,5,4,,1,1,,1,,1,,,1,1,1,1,1,,1,,1,,1,,,,1,,1,,,,,1,,,,1,1,,,1,1,1,,,,,1,,,,,,1,,,,1,,,,,,,1,1,,1,,1,,,,1,,1,1,,,1,,,,1,,,,,,,1,,,,1,,,1,,1,1,,1,21,2,10,8,4,4,3,16,2,3,3,6,,,,,,1,,,,,,,,5,6,5,4,4,7,3,3,6,3
82,22,1,3,1,6,2,,1,,,1,,1,,,,,1,,1,,1,,,,1,1,1,,1,,,,,,,1,,,,,,,,,1,1,,,,,,,,1,,1,,,,,,1,,,1,,,1,1,,,,,,1,,1,,1,1,1,,1,1,,,,,1,1,,,,,,,,1,,,1,,1,1,,1,22,2,10,8,4,4,5,16,2,4,24,6,,,,,,1,,,,,,,,1,4,6,5,4,6,3,4,4,5
83,23,1,3,1,6,3,,,1,,1,,,,,,1,,1,1,,,,,,,1,1,,1,,,1,,1,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,23,2,6,16,7,1,5,18,2,1,3,13,,,,,,,,,,,,,2,4,6,4,4,5,5,4,4,4,4
84,40,1,1,1,5,2,,1,,,1,,,,,,,1,,,1,1,,,,,1,,1,1,,,,,,,1,,,,1,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,1,1,,,1,1,,1,1,1,,,,1,1,1,,,,1,,,1,1,1,,,1,40,3,16,16,11,7,7,25,2,1,5,13,,,,,,,,,,,,,2,6,5,6,2,6,2,6,2,5,2
85,28,1,3,1,3,3,,,1,1,,,,,1,,1,1,,,,1,,1,,,,1,,,,1,,,,,,,1,,1,1,,,1,,1,,,,,,,,1,1,,,,,,,1,,,1,,,1,1,,,,1,,,,1,1,,,1,,,,,,1,1,,1,,,1,1,,1,,,,,1,,,,,1,28,2,16,9,11,7,6,24,2,4,8,8,,,,,,,,1,,,,,,4,5,2,2,6,5,5,4,4,2
86,30,1,3,1,3,1,,,,,1,,1,,,,,1,,,,1,,1,,,,1,,1,1,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,1,,,1,,1,1,,,,,1,,1,,,1,1,1,,1,,,,1,,,,1,,1,1,1,1,,,1,30,3,16,16,11,1,6,21,2,1,24,6,,,,,,3,,,,,,,,4,4,5,2,6,4,5,2,4,2
87,29,1,1,1,4,2,,1,,1,1,,,,,,,1,,,,1,,1,,1,,,,1,,,,,1,,1,,,,1,,,,,,1,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,1,,,,,1,,1,,,1,,,1,,1,,1,1,,,1,,1,29,3,16,9,11,1,6,24,2,4,8,13,,,,,,,,,,,,,2,6,1,1,1,5,5,6,1,6,1
88,42,1,3,1,4,1,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,2,42,3,16,16,1,1,3,18,2,3,1,13,,,,,,,,,,,,,2,4,4,4,2,4,5,4,2,4,2
89,32,1,1,1,4,2,,1,1,1,1,,1,,,,,1,,,1,1,,1,,,1,1,1,1,,1,,,1,,1,,,,1,1,,,,1,1,,,1,,,,,,,,,,,,,1,,,1,,,1,1,1,,,,,,1,,,1,1,1,,1,,,1,1,,,,,1,1,1,,1,,1,,,1,1,1,,,1,32,2,16,16,11,4,7,24,2,1,8,6,,,,,,3,,,,,,,,6,1,6,2,6,6,6,1,6,1
90,26,1,1,1,5,2,,,1,,1,,,,1,1,1,,,,,1,,1,,,,1,,,,1,,,,,,1,,,1,,,,1,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,1,,,,,,1,1,,,1,,1,,,,,1,,1,,1,,1,,,,1,,,1,,,1,,1,26,2,16,16,11,7,6,21,2,1,8,13,,,,,,,,,,,,,2,5,5,1,4,7,3,4,3,4,4
91,23,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23,2,9,7,1,1,5,18,2,1,4,7,,,,,,,10,,,,,,,6,5,6,5,6,3,5,3,4,2
92,28,1,3,1,3,2,,,,1,1,,,1,,1,,1,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,1,,1,,1,,,,,,1,,,,1,,1,,1,28,2,16,5,11,1,6,20,2,4,3,6,,,,,,4,,,,,,,,6,4,4,4,5,1,5,5,3,1
93,39,1,4,1,3,1,,1,,,,,,,,1,,1,,,,1,,,,1,,,1,1,,1,,,,,1,1,1,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,1,,,1,1,,,,1,1,,,1,,1,1,1,,1,,,1,,,,,,1,,1,1,1,,,1,1,1,1,1,1,,1,39,2,16,16,8,4,7,20,2,1,8,6,,,,,,12,,,,,,,,4,3,7,2,7,6,7,4,7,1
94,37,1,1,1,9,2,,1,,,1,,1,,,,,1,1,1,,,,,,1,1,,1,,,,,,1,,1,,,,,1,,,,1,1,,,,,1,,1,1,,,1,1,1,,,1,,,1,,,1,1,,,,,,1,1,1,,1,1,1,,,,,1,1,,,,,1,1,,1,1,,,,,1,1,1,,,2,37,2,16,9,11,4,6,22,2,4,3,8,,,,,,,,4,,,,,,5,1,4,1,5,2,6,4,4,2
95,28,1,3,1,5,2,,1,,,,,,,,,,1,,,,1,,1,,,1,1,1,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,1,,1,,1,,,1,,,1,,,,,,1,,,1,,1,,,1,,1,1,,1,28,3,16,9,11,7,6,23,2,4,3,13,,,,,,,,,,,,,2,2,3,7,3,5,2,3,4,6,6
96,24,1,1,1,7,2,,,1,,,,1,,,,,,1,,,1,,,,,,1,1,1,,,,,,,,,1,,1,1,,,,,,,,,,1,,,1,1,,,,1,,1,,,,,,,,1,1,1,,1,,,,1,,,1,,,,1,,,1,,1,,,1,,,,,,1,1,,,,,,,1,24,2,11,9,5,1,5,19,2,4,24,8,,,,,,,,7,,,,,,5,3,5,5,4,4,4,5,4,4
97,40,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,2,2,1,1,4,7,22,2,1,25,1,10,,,,,,,,,,,,,3,4,7,5,7,7,6,4,5,2
98,33,1,1,1,6,3,,1,,1,1,,1,,1,,,,,,,,,,,,1,1,,1,,1,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,1,,,1,,,,,,,,,,1,,1,,,1,1,1,,,,,,1,1,1,,,,,1,,1,1,,1,33,3,16,16,11,1,6,20,2,1,8,13,,,,,,,,,,,,,2,5,5,2,3,6,2,5,4,6,4
